Nr Lochy;Rasa;Aktualny miot;Aktualna liczba potomstwa lochy oceniona przyżyciowo;Aktualny Blup ZWH;Miot dla max ZWH;Liczba potomstwa lochy ocenianych przyżyciowo dla MAX ZWH;Max ZWH;Blup przyr. dz. dla max liczby potom.;Blup % mięsa dla max liczby potom.;Blup dla liczby prosiąt urodzonych;Blup dla liczby prosiąt odchowanych;Max liczba potomstwa;ZWH dla max liczby potom.
6527035520;40;4;4;9.2782;3;3;9.57;0.05;-0.07;-0.95;-1.06;4;9.3846
6520024920;40;4;3;9.4718;4;3;9.506;1.01;-0.36;-0.54;-1.66;4;9.3904
6520013120;40;4;8;9.3238;4;8;9.404;-0.25;1.27;-1.05;-1.31;8;9.404
26623013920;40;4;1;9.4064;4;1;9.4064;1.14;-0.92;-0.71;-1.41;1;9.4064
6520022620;40;5;7;9.2044;1;7;10.4726;0.47;-1.62;-0.31;-0.92;10;9.4114
2518009920;40;4;3;9.548;4;3;9.5764;0.58;0.56;-1.77;-1.17;5;9.4188
18953075519;40;5;4;9.3846;4;1;9.6454;-0.97;-0.22;-0.7;-0.42;4;9.4296
6517003317;40;9;2;8.912;2;3;9.4424;0.1;-0.17;-0.42;-1.14;3;9.4424
18965004720;40;4;1;9.4368;4;1;9.4454;-0.59;-1.4;-0.7;-0.15;1;9.4454
6527001020;40;4;2;9.9334;4;2;9.957;-0.31;-0.49;-0.66;-0.66;9;9.4512
18479002520;40;3;3;9.4362;3;3;9.4658;0.85;-0.08;-1.02;-1.29;3;9.4658
6520057320;40;3;6;9.462;3;6;9.4678;0.57;-0.57;-0.83;-1.02;6;9.4678
6517010418;40;6;5;9.4504;2;4;10.6762;-0.11;-0.55;-0.59;-0.74;5;9.4686
18978018320;40;4;2;9.2128;3;2;9.4694;0.67;-1.01;-1.24;-0.73;2;9.4694
8373009620;40;4;2;9.4784;4;2;9.4868;-1.03;0.04;-0.02;-0.64;2;9.4868
8373016721;40;3;4;9.4724;1;3;9.6434;1.09;-1.97;-0.42;-0.91;4;9.4886
18968038418;40;8;2;9.394;8;2;9.4916;0.79;-1.28;-0.64;-0.9;2;9.4916
18901039221;40;2;2;9.2508;1;2;9.5028;0.31;-1.09;-0.9;-0.56;2;9.5028
18953065318;40;9;1;9.7294;9;1;9.8332;-0.45;0.87;-0.56;-1.01;5;9.5062
6520003119;40;8;2;9.754;4;9;9.9342;0.5;-1.21;-0.77;-0.66;10;9.5106
18965026720;40;4;2;9.501;4;2;9.513;-0.6;1.07;-1.06;-0.77;2;9.513
2526014919;40;5;11;9.4538;2;6;10.0488;-0.38;-0.79;-0.61;-0.34;11;9.5298
18479001519;40;7;6;9.401;5;3;10.0636;-0.35;0.87;-0.99;-0.8;6;9.541
18953007521;40;2;2;9.4426;2;2;9.5444;1.31;-1.22;-0.65;-1.09;2;9.5444
2521013518;40;7;3;9.4262;7;3;9.5766;0.64;0.41;-0.63;-1.26;3;9.5766
4238034017;40;9;1;8.9216;4;1;9.5866;0.0;0.0;-0.5;-0.77;1;9.5866
6520035320;40;3;5;9.5518;3;5;9.5882;-0.54;1.45;-0.71;-0.92;5;9.5882
2524006521;40;2;6;9.4134;1;6;9.5886;-0.5;0.35;-0.88;-0.45;6;9.5886
18891003518;40;10;1;9.3314;8;3;9.6084;0.12;1.34;-0.54;-1.28;3;9.6084
6517024418;40;6;8;8.8104;1;2;9.721;-0.23;1.76;-0.74;-1.15;8;9.6102
18965027020;40;4;1;9.6038;4;1;9.6132;-0.89;-0.13;-0.31;-0.23;1;9.6132
18850016114;40;15;3;9.3702;10;5;9.6142;0.0;0.0;-0.23;-0.82;5;9.6142
6527035620;40;3;3;9.2636;2;1;9.719;1.2;-0.61;-0.92;-0.95;3;9.6258
6527057621;40;2;1;9.391;2;1;9.626;-0.39;-0.29;-0.74;-0.24;1;9.626
18978001419;40;5;2;9.5026;5;2;9.6288;0.51;-0.01;-0.12;-1.12;2;9.6288
18968009421;40;3;2;9.581;3;2;9.6342;0.1;0.65;-1.46;-0.55;2;9.6342
8370003219;40;7;7;9.2694;2;7;10.6744;0.0;-0.52;-0.59;-0.39;11;9.6468
6532005721;40;2;2;9.5008;1;2;9.6476;-0.27;-0.38;-0.49;-0.33;2;9.6476
18889071218;40;8;9;9.5924;5;2;9.6604;-0.86;0.53;-0.41;-0.36;9;9.6534
6517003121;40;3;4;9.6142;3;4;9.6656;-0.53;0.16;-0.78;-0.22;4;9.6656
18955034019;40;7;2;9.5086;6;2;9.6738;-0.39;-0.34;-0.5;-0.21;2;9.6738
2526024021;40;2;1;9.6912;2;1;9.6912;-0.61;0.71;-0.53;-0.43;1;9.6912
6517019216;40;9;7;9.4192;8;7;9.6936;1.27;0.71;-1.46;-1.1;7;9.6936
2515033317;40;8;4;9.5506;2;3;9.7906;1.38;-0.49;-0.44;-1.14;4;9.6948
18953037719;40;5;1;9.1158;2;2;9.7066;-0.23;-0.84;-0.32;-0.11;2;9.7066
18953010121;40;3;2;9.425;2;2;9.7104;1.23;-0.28;-0.76;-0.96;2;9.7104
6520004721;40;3;4;9.6766;3;4;9.7132;-0.14;0.66;-0.43;-0.67;4;9.7132
6527021420;40;3;2;9.7072;2;6;9.7198;-0.15;0.87;-0.66;-0.63;6;9.7198
2518019520;40;4;9;9.4936;3;3;9.88;-0.22;-0.34;-0.89;-0.03;9;9.72
18891033817;40;11;4;9.8604;7;6;10.0574;0.0;0.0;-0.59;-0.41;8;9.7216
18953008221;40;3;1;9.5464;2;1;9.7262;-0.38;1.12;-0.54;-0.63;1;9.7262
18953005921;40;2;2;9.4852;1;2;9.7264;0.17;-0.33;-0.24;-0.52;2;9.7264
18965026820;40;4;2;9.7156;4;2;9.7356;1.35;-0.97;-0.61;-0.77;2;9.7356
8370028018;40;7;5;9.4344;6;5;9.7928;-0.57;1.06;-0.71;-0.4;10;9.737
18953005821;40;3;4;9.652;2;3;9.7832;0.75;0.63;-0.65;-0.97;4;9.7564
18965004416;40;12;1;9.577;2;2;9.9882;-0.09;1.43;-0.68;-0.78;4;9.7572
6527035320;40;2;4;9.7576;2;4;9.7576;0.09;0.12;-0.5;-0.46;4;9.7576
6527038821;40;3;4;9.6824;3;4;9.763;-0.45;1.32;-0.98;-0.39;4;9.763
18479015219;40;3;2;9.7738;3;2;9.7738;0.64;2.4;-0.58;-1.57;2;9.7738
18444005116;40;12;8;9.563;3;3;10.5334;0.18;-0.97;-0.28;-0.15;13;9.7746
6537009721;40;2;3;9.7794;2;3;9.7794;-0.26;0.92;-0.04;-0.71;3;9.7794
18955011821;40;3;4;9.6024;2;4;9.7948;-0.97;2.19;-0.3;-0.64;4;9.7948
4238021718;40;7;6;9.6922;7;6;9.801;-0.68;0.65;-0.1;-0.29;6;9.801
6517036519;40;4;6;9.7762;4;6;9.8072;-0.09;0.88;-0.8;-0.4;6;9.8072
2521028120;40;2;3;9.681;2;3;9.8094;-0.3;1.13;-0.94;-0.31;3;9.8094
22757009321;40;2;5;9.8026;2;3;9.9326;-0.2;0.7;-0.25;-0.49;5;9.8132
18953007321;40;2;2;9.609;1;2;9.8136;-0.24;0.71;-0.53;-0.35;2;9.8136
18889071020;40;3;2;9.7682;2;1;9.9132;1.2;-0.19;-0.28;-0.93;2;9.8166
8370028920;40;5;2;9.3182;2;4;9.836;0.29;0.04;-0.4;-0.4;4;9.836
18968002420;40;6;6;9.6474;6;6;9.8362;-0.22;0.09;-0.58;-0.05;6;9.8362
6517034919;40;6;8;9.7062;6;8;9.8378;-0.08;-0.26;-0.26;-0.13;8;9.8378
6520033820;40;2;4;9.8118;1;2;9.855;-0.34;1.22;-0.33;-0.5;4;9.8442
18444002316;40;10;10;9.71;8;7;10.2366;-0.52;0.78;-0.22;-0.18;10;9.8848
6527003420;40;3;5;9.7784;3;5;9.8876;0.15;-0.32;-0.33;-0.09;5;9.8876
18973011921;40;2;1;9.8896;2;1;9.8896;0.98;-0.09;-1.07;-0.33;1;9.8896
6527034020;40;4;2;9.892;4;2;9.892;-0.47;0.63;-0.09;-0.19;2;9.892
6520013821;40;3;5;9.53;1;3;9.9282;-0.57;1.67;-0.29;-0.43;5;9.8976
18953038719;40;6;4;9.3142;3;4;9.9098;0.29;0.94;-0.3;-0.61;4;9.9098
18951025718;40;8;2;9.6078;5;6;9.9126;0.79;0.5;-0.42;-0.67;6;9.9126
18978021420;40;4;2;9.8144;4;2;9.914;2.05;-0.92;-0.34;-0.88;2;9.914
18460004320;40;3;6;9.436;1;9;9.9188;1.05;-0.41;-0.6;-0.38;9;9.9188
6520029318;40;6;5;9.8488;6;5;9.9564;0.06;0.02;-0.13;-0.09;5;9.9564
4238027020;40;4;4;9.834;4;4;9.98;2.05;0.07;-0.97;-0.83;4;9.98
6493055118;70;10;1;9.3356;9;1;9.6139;-0.61;-0.17;-0.37;-0.38;1;9.6139
6493055918;70;8;3;9.5506;8;3;9.7204;0.3;-1.05;-0.12;-0.03;3;9.7204
6493030621;70;2;1;9.6273;2;1;9.7361;0.03;-0.34;-0.49;-0.53;1;9.7361
24288023519;80;5;2;8.2219;5;2;8.3434;-0.72;-1.2;-3.1;-3.36;2;8.3434
24288052619;80;4;2;8.7334;4;2;8.7824;-0.16;-0.84;-3.27;-2.73;2;8.7824
